paper_id,published_date,primary_category,clean_text
2605.15132v1,2026-05-14 17:40:20,cs.AI,apwa a distributed architecture for parallelizable agentic workflows autonomous multi-agent systems based on large language models llms have demonstrated remarkable abilities in independently solving complex tasks in a wide breadth of application domains however these systems hit critical reasoning coordination and computational scaling bottlenecks as the size and complexity of their tasks grow these limitations hinder multi-agent systems from achieving high-throughput processing for highly parallelizable tasks despite the availability of parallel computing and reasoning primitives in the underlying llms we introduce the agent-parallel workload architecture apwa a distributed multi-agent system architecture designed for the efficient processing of heavily parallelizable agentic workloads apwa facilitates parallel execution by decomposing workflows into non-interfering subproblems that can be processed using independent resources without cross-communication it supports heterogeneous data and parallel processing patterns and it accommodates tasks from a wide breadth of domains in our evaluation we demonstrate that apwa can dynamically decompose complex queries into parallelizable workflows and scales on larger tasks in settings where prior systems fail completely
2605.15131v1,2026-05-14 17:39:58,cs.LG,natural synthesis outperforming reactive synthesis tools with large reasoning models reactive synthesis the problem of automatically constructing a hardware circuit from a logical specification is a long-standing challenge in formal verification it is elusive for two reasons it is algorithmically hard and writing formal specifications by hand is notoriously difficult in this paper we tackle both sides of the problem for the algorithmic side we present a neuro-symbolic approach to reactive synthesis that couples large reasoning models with model checkers to iteratively repair a synthesized verilog implementation via sound symbolic feedback our approach solves more benchmarks than the best dedicated tools in the annual synthesis competition and extends to constructing parameterized systems a problem known to be undecidable on the specification side we introduce an autoformalization step that shifts the specification task from temporal logic to natural language by introducing a hand-authored dataset of natural-language specifications for evaluation we demonstrate performance comparable to that of starting from formal specifications establishing natural synthesis as a viable end-to-end workflow
2605.15128v1,2026-05-14 17:37:52,cs.CV,memeye a visual-centric evaluation framework for multimodal agent memory long-term agent memory is increasingly multimodal yet existing evaluations rarely test whether agents preserve the visual evidence needed for later reasoning in prior work many visually grounded questions can be answered using only captions or textual traces allowing answers to be inferred without preserving the fine-grained visual evidence meanwhile harder cases that require reasoning over changing visual states are largely absent therefore we introduce memeye a framework that evaluates memory capabilities from two dimensions one measures the granularity of decisive visual evidence from scene-level to pixel-level evidence and the other measures how retrieved evidence must be used from single evidence to evolutionary synthesis under this framework we construct a new benchmark across 8 life-scenario tasks with ablation-driven validation gates for assessing answerability shortcut resistance visual necessity and reasoning structure by evaluating 13 memory methods across 4 vlm backbones we show that current architectures still struggle to preserve fine-grained visual details and reason about state changes over time our findings show that long-term multimodal memory depends on evidence routing temporal tracking and detail extraction
2605.15127v1,2026-05-14 17:37:23,cs.HC,understanding how international students in the us are using conversational ai to support cross-cultural adaptation moving to a new culture and adapting to a new life as an international student can be a stressful experience in the us international students face unique overlapping challenges yet the current support ecosystem including university support systems and informal social networks remains largely fragmented while conversational ai has emerged as a tool used by many eg generative ai chatbots like chatgpt and google gemini we do not have a clear understanding of how international students adopt and perceive these technologies as support tools we conducted a survey study n60 to map the relationship between international students challenges and ai adoption patterns followed by an interview study with 14 participants to identify the underlying motivations and boundaries of use our findings show that ai is perceived as a first-aid tool for immediate challenges however there is an interest in transforming ai from a tool for short-term help into a long-term support companion by identifying where and how ai can provide long-term support and where it is insufficient we contribute recommendations for creating ai-powered support tailored to the unique needs of international students
2605.15122v1,2026-05-14 17:35:06,cs.RO,coco-inekf state estimation with learned contact covariances in dynamic contact-rich scenarios robust state estimation for highly dynamic motion of legged robots remains challenging especially in dynamic contact-rich scenarios traditional approaches often rely on binary contact states that fail to capture the nuances of partial contact or directional slippage this paper presents coco-inekf a differentiable invariant extended kalman filter that utilizes continuous contact velocity covariances instead of binary contact states these learned covariances allow the method to dynamically modulate contact confidence accounting for more nuanced conditions ranging from firm contact to directional slippage or no contact to predict these covariances for a set of predefined contact candidate points we employ a lightweight neural network trained end-to-end using a state-error loss this approach eliminates the need for heuristic ground-truth contact labels in addition we propose an automated contact candidate selection procedure and demonstrate that our method is insensitive to their exact placement experiments on a bipedal robot demonstrate a superior accuracy-efficiency tradeoff for linear velocity estimation as well as improved filter consistency compared to baseline methods this enables the robust execution of challenging motions including dancing and complex ground interactions -- both in simulation and in the real world
2605.15120v1,2026-05-14 17:32:18,cs.RO,clover closed-loop value estimation ranking for end-to-end autonomous driving planning end-to-end autonomous driving planners are commonly trained by imitating a single logged trajectory yet evaluated by rule-based planning metrics that measure safety feasibility progress and comfort this creates a training--evaluation mismatch trajectories close to the logged path may violate planning rules while alternatives farther from the demonstration can remain valid and high-scoring the mismatch is especially limiting for proposal-selection planners whose performance depends on candidate-set coverage and scorer ranking quality we propose clover a closed-loop value estimation and ranking framework for end-to-end autonomous driving planning clover follows a lightweight generator--scorer formulation a generator produces diverse candidate trajectories and a scorer predicts planning-metric sub-scores to rank them at inference time to expand proposal support beyond single-trajectory imitation clover constructs evaluator-filtered pseudo-expert trajectories and trains the generator with set-level coverage supervision it then performs conservative closed-loop self-distillation the scorer is fitted to true evaluator sub-scores on generated proposals while the generator is refined toward teacher-selected top-k and vector-pareto targets with stability regularization we analyze when an imperfect scorer can improve the generator showing that scorer-mediated refinement is reliable when scorer-selected targets are enriched under the true evaluator and updates remain conservative on navsim clover achieves 945 pdms and 904 epdms establishing a new state of the art on the more challenging navhard split it obtains 483 epdms matching the strongest reported result on supplementary nuscenes open-loop evaluation clover achieves the lowest l2 error and collision rate among compared methods code data will be released at
2605.15116v1,2026-05-14 17:29:35,cs.CV,drivectrl conditioned sim-to-real driving video generation large-scale labelled driving video data is essential for training autonomous driving systems although simulation offers scalable and fully annotated data the domain gap between synthetic and real-world driving videos significantly limits its utility for downstream deployment existing video generation methods are not well-suited for this task as they fail to simultaneously preserve scene structure object dynamics temporal consistency and visual realism all of which are critical for maintaining annotation validity in generated data in this paper we present drivectrl a depth-conditioned controllable sim-to-real video generation framework for realistic driving video synthesis built upon a pretrained video foundation model drivectrl introduces a structure-aware adapter that enables depth-guided generation while preserving the scene layout and motion patterns of the source simulation producing temporally coherent driving videos that remain aligned with the original simulated sequences we further introduce a scalable data generation pipeline that transforms simulator videos into realistic driving footage matching the visual style of a target real-world dataset the pipeline supports three conditioning signals structural depth reference-dataset style and text prompts while preserving frame-level annotations for downstream perception tasks to better assess this task we propose a driving-domain-specific knowledge-informed evaluation metric called driving video realism score dvrs that assesses the realism of generated videos experiments demonstrate that drivectrl consistently outperforms the base model and competing alternatives in realism temporal quality and perception task performance substantially narrowing the sim-to-real gap for driving video generation
2605.15113v1,2026-05-14 17:27:34,cs.LG,learning from language feedback via variational policy distillation reinforcement learning from verifiable rewards rlvr suffers from sparse outcome signals creating severe exploration bottlenecks on complex reasoning tasks recent on-policy self-distillation methods attempt to address this by utilizing language feedback to generate dense token-level supervision however these approaches rely on a fixed passive teacher to interpret the feedback as the student policy improves the teachers zero-shot assessment capabilities plateau ultimately halting further learning to overcome this we propose variational policy distillation vpd a framework that formalizes learning from language feedback as a variational expectation-maximization em problem vpd co-evolves both policies in the e-step the teacher is actively refined on trajectory outcomes via an adaptive trust-region update translating textual feedback into a dynamically improved target token distribution in the m-step the student internalizes this dense distributional guidance on its own on-policy rollouts by continuously improving the teachers ability to extract actionable signals from textual critique vpd overcomes the limitations of passive distillation evaluated across diverse sources of diagnostic feedback on scientific reasoning and code generation tasks vpd consistently outperforms both standard rlvr and existing self-distillation baselines finally by stress-testing our framework on rigid mathematical reasoning and cold-start regimes we illuminate the fundamental bounds of feedback-driven self-distillation compared to pure environment-driven rl
2605.15110v1,2026-05-14 17:27:04,cs.LG,proposal and study of statistical features for string similarity computation and classification adaptations of features commonly applied in the field of visual computing co-occurrence matrix com and run-length matrix rlm are proposed for the similarity computation of strings in general words phrases codes and texts the proposed features are not sensitive to language related information these are purely statistical and can be used in any context with any language or grammatical structure other statistical measures that are commonly employed in the field such as longest common subsequence maximal consecutive longest common subsequence mutual information and edit distances are evaluated and compared in the first synthetic set of experiments the com and rlm features outperform the remaining state-of-the-art statistical features in 3 out of 4 cases the rlm and com features were statistically more significant than the second best group based on distances p-value 0001 when it comes to a real text plagiarism dataset the rlm features obtained the best results
2605.15109v1,2026-05-14 17:25:20,cs.AI,why neighborhoods matter traversal context and provenance in agentic graphrag retrieval-augmented generation can improve factuality by grounding answers in external evidence but agentic graphrag complicates what it means for citations to be faithful in these systems an agent explores a knowledge graph before producing an answer and a small set of citations we frame citation faithfulness as a trajectory-level problem final citations should not only support the answer but also account for the graph traversal structure and visited-but-uncited entities that may influence it through controlled ablation experiments we compare the effects of isolating removing and masking cited and uncited graph entities our results show that cited evidence is often necessary as removing it substantially changes answers and reduces accuracy however citations are not sufficient because accurate answers can also depend on uncited traversal context and surrounding graph structure these findings suggest that citation evaluation in agentic graphrag should move beyond source support toward provenance over the broader retrieval trajectory
2605.15108v1,2026-05-14 17:25:19,stat.ML,logging policy design for off-policy evaluation off-policy evaluation ope estimates the value of a target treatment policy eg a recommender system using data collected by a different logging policy it enables high-stakes experimentation without live deployment yet in practice accuracy depends heavily on the logging policy used to collect data for computing the estimate we study how to design logging policies that minimize ope error for given target policies we characterize a fundamental reward-coverage tradeoff concentrating probability mass on high-reward actions reduces variance but risks missing signal on actions the target policy may take we propose a unifying framework for logging policy design and derive optimal policies in canonical informational regimes where the target policy and reward distribution are i known ii unknown and iii partially known through priors or noisy estimates at logging time our results provide actionable guidance for firms choosing among multiple candidate recommendation systems we demonstrate the importance of treatment selection when gathering data for ope and describe theoretically optimal approaches when this is a firms primary objective we also distill practical design principles for selecting logging policies when operational constraints prevent implementing the theoretical optimum
2605.15102v1,2026-05-14 17:20:14,cs.CL,improving multi-turn dialogue consistency with self-recall thinking large language model llm based multi-turn dialogue systems often struggle to track dependencies across non-adjacent turns undermining both consistency and scalability as conversations lengthen essential information becomes sparse and is buried in irrelevant context while processing the entire dialogue history incurs severe efficiency bottlenecks existing solutions either rely on high latency external memory or lose fine-grained details through iterative summarization in this paper we propose self-recall thinking srt a framework designed to address long-range contextual dependency and sparse informative signals in multi-turn dialogue srt identifies helpful historical turns and uses them to generate contextually appropriate responses enabling the model to selectively recall and reason over context during inference this process yields an endogenous reasoning process that integrates interpretable recall steps without external modules srt incorporates 1 dependency construction generating and converting it into self-recall chains 2capability initialization training to enable reasoning chains with recall tokens capability 3reasoning improvement refining accuracy via verifiable rewards to optimize recall and reasoning for correct answers experiments on multiple datasets demonstrate that srt improves f1 score by 47 and reduces end-to-end latency by 147 over prior methods achieving a balance between reasoning latency and accuracy and outperforming state-of-the-art baselines
2605.15100v1,2026-05-14 17:19:37,cs.AI,dual-dimensional consistency balancing budget and quality in adaptive inference-time scaling large language models llms have demonstrated remarkable abilities in reasoning however maximizing their potential through inference-time scaling faces challenges in trade-off between sampling budget and reasoning quality current strategies remain inefficient as they typically treat sampling width and depth as orthogonal objectives where width consensus methods risk reinforcing hallucinations while depth pruning mechanisms prematurely truncate complex yet valid reasoning chains therefore we propose dual-dimensional consistency ddc a unified framework that bridges path quality with adaptive termination by coupling confidence-weighted bayesian protocol with a trend-aware stratified pruning our method ensures that computational resources are concentrated on high quality reasoning paths filtering hallucinations while accelerating consensus evaluations across five benchmarks demonstrate that this approach reduces token consumption by over 10 times while maintaining or exceeding the accuracy of strong baselines across various llms
2605.15093v1,2026-05-14 17:12:59,cs.CV,corallite ct reconstruction of coral colonies from individual corallites the life history of an individual coral is archived within the accreting skeleton of the colony while reef-forming coral colonies eg massive emphporites sp may live for hundreds of years and deposit calcareous structures many metres in height and width their living tissue is a thin outer surface layer comprised of asexually-dividing polyps that only survive a few years to understand the rate and timing of polyp division and the consequences for colony skeletal growth scientists need to track the skeletal corallite deposited around each polyp here we propose corallite an annotated ct scan dataset of entire calcareous skeletons and an associated first corallite deep learning reconstruction baseline corallite combines fully quantified volumetric segmentations with cross-slice linking for visualisations of 3d models for each corallite up to colony scale for segmentation we propose and evaluate in detail a hybrid v-trans-unet architecture applicable to segmenting tiled ct virtual slabs of emphporites sp colonies the model is pre-trained on weakly annotated data and topology-aware fine-tuned using fully annotated slice sections with 8k manual corallite region annotations on unseen slices of the same colony the resulting model reaches 094 topological accuracy at mean dice scores of 077 on the same colony and projection axis and 063 mean dice scores on a different biologically unrelated specimen whilst our experiments are limited in scale and context our results show for the first time that visual machine learning can effectively support full 3d individual corallite modelling from ct scans of coral skeletons alone for reproducibility and as a baseline for future research we publish our full dataset of 697 ct slices 37 partial or full slice annotations and all network weights and source code with this paper
2605.15088v1,2026-05-14 17:08:35,cs.CV,sage3d soft-guided attention and graph excitation for 3d point cloud corner detection we present sage3d a hybrid transformer-based model for corner detection in airborne lidar point clouds we propose a multi-stage solution built on a hierarchical encoder-decoder architecture that progressively downsamples point clouds through set abstraction layers and recovers per-point predictions via feature propagation we introduce two innovations soft-guided attention which injects ground-truth corner labels as a log-prior into attention logits during training to improve precision then an excitatory graph neural network positioned at strategic resolutions in the hierarchy employing positive-only message passing where high-confidence corners reinforce predictions through learned boosting optimizing for recall the hierarchical design enables multi-scale feature extraction while our guided attention and excitatory modules ensure corner signals are amplified rather than diluted across scales
2605.15085v1,2026-05-14 17:07:41,stat.ML,from data to action accelerating refinery optimization with ai nowadays refinery optimization utilizes sheer amounts of data which can be handled with modern linear programming lp software but the interpreting and applying the results remains challenging large petrochemical companies use massive models with hundreds of thousands of input matrix elements the lp solution is mathematically correct but simplifications are made in the model and data supply errors may occur therefore further insight is needed to trust the results the lp solver does not have a memory so additional understanding could be gained by analyzing historical data and comparing it to the current plan as such machine learning approaches were suggested to support decision making based on the lp solution among these anomaly detection tools are proposed to be used in tandem with the lp output a transformed version of the popular ecod methodology is applied new methods are proposed to handle high-dimensional data choosing the most informative pairs then this is used alongside two 2d anomaly detection algorithms revealing several business opportunities and data supply errors in the mol refinery scheduling and planning architecture
2605.15083v1,2026-05-14 17:06:43,cs.LG,novel dynamic batch-sensitive adam optimiser for vehicular accident injury severity prediction the choice of optimiser is important in deep learning as it strongly influences model efficiency and speed of convergence however many commonly used optimisers encounter difficulties when applied to imbalanced and sequential datasets limiting their ability to capture patterns of minority classes in this study we propose dynamic batch-sensitive adam dbs-adam an optimiser that dynamically scales the learning rate using a batch difficulty score derived from exponential moving averages of gradient norms and batch loss dbs-adam improves training stability and accelerates convergence by increasing updates for difficult batches and reducing them for easier ones we evaluate dbs-adam by integrating it with bi-directional lstm networks for accident injury severity prediction addressing class imbalance through smote-enn resampling and focal loss four experimental configurations compare baseline bi-lstm models and alternative architectures to assess optimiser impact rigorous comparison against state-of-the-art optimisers amsgrad adamw adabound across five random seeds demonstrated dbs-adams competitive performance with statistically significant precision improvements p0020 results indicate that dbs-adam outperforms standard optimisation approaches achieving 9522 test accuracy 9611 precision 9528 recall 9539 f1-score and a test loss of 00086 the proposed framework enables effective real-time accident severity classification for targeted emergency response and road safety interventions demonstrating the value of dbs-adam for learning from imbalanced sequential data
2605.15082v1,2026-05-14 17:05:30,stat.ML,average gradient outer product in kernel regression provably recovers the central subspace for multi-index models we study a prototypical situation when a learned predictor can discover useful low-dimensional structure in data while using fewer samples than are needed for accurate prediction specifically we consider the problem of recovering a multi-index polynomial fxhux with uinmathbbrrtimes d and rll d from finitely many datalabel pairs importantly the target function depends on input x only through the projection onto an unknown r-dimensional central subspace the algorithm we analyze is appealingly simple fit kernel ridge regression krr to the data and compute the average gradient outer product agop from the fitted predictor our main results show that under reasonable assumptions the top r-dimensional eigenspace of agop provably recovers the central subspace even in regimes when the prediction error remains large specifically if the target function f has degree p it is known that nasymp dp samples are necessary for krr to achieve accurate prediction in contrast we show that if a low degree p component of f already carries all relevant directions for prediction subspace recovery occurs in the much lower sample regime nasymp dp for any in01 our results thus demonstrate a separation between prediction and representation and provide an explanation for why iterative kernel methods such as recursive feature machines rfm can be sample-efficient in practice
2605.15081v1,2026-05-14 17:05:26,cs.CL,ml-embed inclusive and efficient embeddings for a multilingual world the development of high-quality text embeddings is increasingly drifting toward an exclusionary future defined by three critical barriers prohibitive computational costs a narrow linguistic focus that neglects most of the worlds languages and a lack of transparency from closed-source or open-weight models that stifles research to dismantle these barriers we introduce ml-embed a suite of inclusive and efficient models built upon a new framework 3-dimensional matryoshka learning 3d-ml our framework addresses the computational challenge with comprehensive efficiency across the entire model lifecycle beyond the storage benefits of matryoshka representation learning mrl and flexible inference-time depth provided by matryoshka layer learning mll we introduce matryoshka embedding learning mel for enhanced parameter efficiency to address the linguistic challenge we curate a massively multilingual dataset and train a suite of models ranging from 140m to 8b parameters in a direct commitment to transparency we release all models data and code extensive evaluation on 430 tasks demonstrates that our models set new records on 9 of 17 evaluated mteb benchmarks with particularly strong results in low-resource languages providing a reproducible blueprint for building globally equitable and computationally efficient ai systems
2605.15079v1,2026-05-14 17:04:39,cs.LG,croissant baker metadata generation for discoverable governable and reusable ml datasets croissant has emerged as the metadata standard for machine learning datasets providing a structured json-ld-based format that makes dataset discovery automated ingestion and reproducible analysis machine-checkable across ml platforms adoption has accelerated and neurips now requires croissant metadata in every submission to its dataset tracks yet in practice croissant generation usually starts with uploading data to a public platform a path infeasible for governed and large local repositories that hold much of the high-value data ml increasingly relies on we release croissant baker a local-first open-source command-line tool that generates validated croissant metadata directly from a dataset directory through a modular handler registry we evaluate croissant baker on over 140 datasets scaling to mimic-iv at 886 million rows and 374 parquet files on held-out comparisons against producer-authored or standards-derived ground truth croissant baker reaches 97-100 agreement across multiple domains
